Age,AcademicPressure,WorkPressure,CGPA,StudySatisfaction,Work/StudyHours,FinancialStress,Stress_Index,Gender_Female,Gender_Male,SleepDuration_5-6hours,SleepDuration_7-8hours,SleepDuration_Lessthan5hours,SleepDuration_Morethan8hours,DietaryHabits_Healthy,DietaryHabits_Moderate,DietaryHabits_Unhealthy,Haveyoueverhadsuicidalthoughts?_No,Haveyoueverhadsuicidalthoughts?_Yes,FamilyHistoryofMentalIllness_No,FamilyHistoryofMentalIllness_Yes,target
27,1,0,8.5,1,3,2.0,1.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
30,3,0,8.95,4,10,3.0,3.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
28,4,0,5.7,5,2,3.0,3.5,1,0,0,0,0,1,1,0,0,0,1,0,1,0
27,3,0,5.87,5,6,1.0,2.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
34,1,0,8.04,3,6,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
27,4,0,5.37,2,5,4.0,4.0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
18,5,0,9.12,5,9,5.0,5.0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
25,4,0,8.04,4,3,3.0,3.5,1,0,0,1,0,0,1,0,0,0,1,1,0,1
27,4,0,9.24,3,4,3.0,3.5,0,1,0,1,0,0,0,1,0,0,1,1,0,0
33,2,0,8.08,4,5,5.0,3.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0
32,2,0,5.84,4,7,1.0,1.5,1,0,0,0,0,1,0,0,1,0,1,0,1,0
27,3,0,5.16,3,7,4.0,3.5,1,0,0,1,0,0,0,1,0,0,1,1,0,1
32,3,0,5.85,2,9,2.0,2.5,0,1,0,1,0,0,0,1,0,0,1,0,1,1
32,1,0,6.78,1,11,1.0,1.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
23,3,0,6.75,2,10,1.0,2.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
33,2,0,9.95,5,4,3.0,2.5,1,0,0,0,1,0,0,1,0,0,1,0,1,1
24,4,0,9.11,2,11,4.0,4.0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
18,3,0,9.19,3,0,1.0,2.0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
26,3,0,7.75,3,10,4.0,3.5,1,0,0,0,1,0,1,0,0,0,1,0,1,1
24,5,0,7.47,4,6,3.0,4.0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
28,4,0,8.24,4,11,2.0,3.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
27,5,0,6.47,5,4,5.0,5.0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
26,4,0,5.69,2,4,3.0,3.5,0,1,0,0,0,1,0,1,0,0,1,1,0,0
25,5,0,8.21,1,12,4.0,4.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
33,3,0,9.85,4,9,5.0,4.0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
21,2,0,7.5,2,6,4.0,3.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
34,3,0,9.16,5,6,5.0,4.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
28,3,0,8.62,3,9,3.0,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
18,5,0,5.77,5,6,5.0,5.0,0,1,0,0,0,1,0,1,0,0,1,1,0,1
27,5,0,9.96,1,12,4.0,4.5,0,1,1,0,0,0,0,0,1,0,1,1,0,1
23,5,0,8.62,3,10,1.0,3.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
27,5,0,6.75,1,7,4.0,4.5,1,0,0,1,0,0,1,0,0,0,1,1,0,1
29,5,0,9.96,1,6,5.0,5.0,1,0,1,0,0,0,0,1,0,0,1,0,1,1
24,4,0,8.54,1,8,5.0,4.5,0,1,0,0,1,0,0,1,0,1,0,1,0,1
32,3,0,5.32,2,12,3.0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
23,3,0,9.5,3,11,4.0,3.5,0,1,0,0,0,1,1,0,0,1,0,1,0,0
18,3,0,7.85,4,10,4.0,3.5,1,0,1,0,0,0,1,0,0,0,1,1,0,1
31,3,0,8.46,5,12,3.0,3.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
28,5,0,7.09,3,3,5.0,5.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
27,3,0,7.24,3,7,5.0,4.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
33,3,0,5.32,4,6,2.0,2.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0
26,3,0,8.04,4,6,5.0,4.0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
29,5,0,8.93,1,10,1.0,3.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
25,2,0,8.74,5,6,2.0,2.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
28,3,0,9.04,5,9,3.0,3.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
24,2,0,5.57,3,9,5.0,3.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0
33,4,0,5.16,3,6,2.0,3.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
34,1,0,6.17,3,7,1.0,1.0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
19,5,0,6.21,4,12,5.0,5.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
20,4,0,8.89,4,11,1.0,2.5,0,1,1,0,0,0,0,0,1,0,1,1,0,1
28,3,0,8.74,4,11,5.0,4.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
20,4,0,5.88,4,2,4.0,4.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
18,5,0,6.29,4,7,5.0,5.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
23,5,0,7.1,2,10,3.0,4.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
21,5,0,5.1,1,11,2.0,3.5,1,0,0,0,1,0,0,1,0,0,1,0,1,1
29,2,0,6.27,3,3,3.0,2.5,1,0,0,0,1,0,0,0,1,0,1,1,0,0
33,1,0,7.03,3,8,1.0,1.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
30,2,0,6.26,5,11,4.0,3.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
28,3,0,5.12,4,11,5.0,4.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
24,5,0,6.02,2,12,5.0,5.0,1,0,0,0,1,0,1,0,0,0,1,1,0,1
31,5,0,6.53,1,12,4.0,4.5,0,1,0,0,1,0,0,1,0,1,0,1,0,1
26,3,0,8.74,5,0,1.0,2.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
22,5,0,7.46,1,12,4.0,4.5,0,1,1,0,0,0,0,1,0,0,1,1,0,1
29,1,0,5.72,5,0,3.0,2.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
25,3,0,8.88,2,1,1.0,2.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
34,3,0,7.08,4,12,1.0,2.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
18,4,0,9.24,2,4,3.0,3.5,0,1,0,0,0,1,1,0,0,0,1,0,1,1
18,1,0,6.99,2,7,3.0,2.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
27,4,0,5.32,1,8,5.0,4.5,0,1,0,1,0,0,1,0,0,0,1,1,0,1
21,1,0,5.09,4,11,1.0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
34,5,0,8.04,3,8,2.0,3.5,0,1,0,0,0,1,0,1,0,0,1,0,1,1
23,4,0,5.85,1,0,1.0,2.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0
20,3,0,6.16,3,0,1.0,2.0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
28,4,0,9.72,1,12,3.0,3.5,1,0,0,0,1,0,0,0,1,0,1,1,0,1
23,5,0,8.96,3,11,5.0,5.0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
24,2,0,5.59,2,9,4.0,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
24,4,0,6.05,1,3,1.0,2.5,1,0,0,0,0,1,0,0,1,0,1,0,1,1
32,3,0,8.23,3,7,1.0,2.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
31,1,0,9.41,5,4,5.0,3.0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
27,1,0,7.49,3,7,3.0,2.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
21,5,0,8.49,2,11,3.0,4.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
21,5,0,8.35,1,12,4.0,4.5,1,0,0,0,0,1,1,0,0,0,1,0,1,1
23,1,0,6.78,4,2,3.0,2.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
20,4,0,8.29,4,8,2.0,3.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
32,1,0,7.48,3,10,4.0,2.5,0,1,0,1,0,0,0,1,0,1,0,0,1,0
22,2,0,5.09,5,2,5.0,3.5,1,0,0,1,0,0,0,1,0,1,0,1,0,0
25,5,0,5.57,1,12,5.0,5.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
23,1,0,9.1,1,4,1.0,1.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
21,5,0,7.94,2,10,5.0,5.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
23,4,0,8.91,5,6,3.0,3.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
34,4,0,8.17,3,10,4.0,4.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
31,3,0,5.67,1,12,4.0,3.5,0,1,0,1,0,0,1,0,0,0,1,0,1,1
33,4,0,8.85,1,10,5.0,4.5,0,1,1,0,0,0,1,0,0,1,0,1,0,1
24,1,0,6.37,5,10,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
33,2,0,8.17,2,6,4.0,3.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
33,4,0,6.37,5,10,3.0,3.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
23,5,0,8.95,5,6,3.0,4.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
28,1,0,5.46,2,6,2.0,1.5,0,1,1,0,0,0,0,1,0,1,0,0,1,0
18,1,0,9.21,3,0,4.0,2.5,0,1,1,0,0,0,0,0,1,1,0,1,0,0
24,2,0,6.1,1,9,4.0,3.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
22,2,0,6.99,2,6,1.0,1.5,1,0,0,1,0,0,0,1,0,1,0,1,0,0
18,3,0,5.56,3,11,5.0,4.0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
23,1,0,5.87,5,8,1.0,1.0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
22,2,0,8.04,4,11,4.0,3.0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
27,2,0,5.57,2,3,4.0,3.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
34,4,0,8.04,3,8,4.0,4.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
20,4,0,6.0,2,8,5.0,4.5,0,1,0,0,0,1,0,0,1,1,0,1,0,1
19,4,0,6.38,5,8,2.0,3.0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
18,5,0,6.88,2,10,5.0,5.0,1,0,0,0,1,0,1,0,0,0,1,1,0,1
29,3,0,9.6,2,0,5.0,4.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
18,2,0,6.79,3,2,5.0,3.5,1,0,1,0,0,0,0,0,1,0,1,0,1,1
33,4,0,5.11,3,6,1.0,2.5,1,0,0,1,0,0,1,0,0,1,0,0,1,0
27,5,0,7.03,3,2,2.0,3.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
20,4,0,8.04,1,12,3.0,3.5,0,1,1,0,0,0,0,1,0,1,0,0,1,1
24,3,0,6.37,3,3,5.0,4.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
23,5,0,5.32,1,8,5.0,5.0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
28,3,0,6.04,4,11,4.0,3.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0
34,2,0,9.98,1,12,2.0,2.0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
22,1,0,7.07,3,4,1.0,1.0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
29,4,0,8.47,2,0,4.0,4.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
30,2,0,6.37,2,0,4.0,3.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
29,3,0,5.27,5,9,2.0,2.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0
34,4,0,6.27,3,8,3.0,3.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
33,1,0,7.15,5,10,4.0,2.5,0,1,0,0,0,1,0,1,0,0,1,0,1,0
18,4,0,9.71,1,6,2.0,3.0,1,0,0,0,0,1,0,1,0,0,1,1,0,1
23,5,0,5.74,1,12,4.0,4.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1
27,2,0,9.96,4,0,1.0,1.5,1,0,0,0,0,1,0,1,0,1,0,0,1,0
20,3,0,7.77,4,10,4.0,3.5,1,0,0,1,0,0,0,0,1,1,0,0,1,0
21,5,0,9.71,2,9,1.0,3.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
24,3,0,6.25,5,11,5.0,4.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
27,3,0,9.86,4,9,4.0,3.5,0,1,0,0,0,1,0,0,1,0,1,1,0,1
33,2,0,5.16,5,11,2.0,2.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
27,5,0,9.21,3,12,1.0,3.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
22,4,0,8.91,3,5,2.0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
20,2,0,8.5,5,8,4.0,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
21,2,0,8.95,1,1,5.0,3.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
20,2,0,9.5,2,3,3.0,2.5,0,1,0,0,0,1,0,1,0,1,0,1,0,0
19,4,0,7.25,1,6,5.0,4.5,1,0,0,1,0,0,0,1,0,0,1,0,1,1
20,1,0,8.04,2,2,5.0,3.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
18,4,0,9.24,2,10,5.0,4.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1
23,3,0,7.99,4,2,2.0,2.5,0,1,0,0,0,1,0,0,1,1,0,1,0,0
32,3,0,5.74,4,3,5.0,4.0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
23,4,0,8.54,3,1,1.0,2.5,0,1,0,0,1,0,0,0,1,1,0,0,1,0
28,3,0,7.1,3,12,5.0,4.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
23,5,0,6.03,2,0,2.0,3.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1
19,3,0,9.94,1,10,3.0,3.0,1,0,0,0,0,1,1,0,0,0,1,1,0,1
27,3,0,5.24,4,1,5.0,4.0,0,1,0,0,1,0,1,0,0,1,0,0,1,1
24,5,0,8.88,5,5,4.0,4.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
24,2,0,7.6,4,2,2.0,2.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
24,4,0,8.09,2,11,2.0,3.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
29,3,0,6.25,4,3,1.0,2.0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
32,2,0,9.02,3,3,1.0,1.5,0,1,0,0,0,1,0,0,1,1,0,1,0,0
19,3,0,9.13,3,2,3.0,3.0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
33,5,0,9.71,4,9,1.0,3.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
20,2,0,5.27,3,11,5.0,3.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
18,5,0,5.57,4,12,4.0,4.5,0,1,0,0,1,0,1,0,0,0,1,0,1,1
32,1,0,8.96,4,8,3.0,2.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
18,2,0,7.77,5,12,5.0,3.5,0,1,0,0,1,0,0,1,0,1,0,1,0,1
20,4,0,8.42,1,8,4.0,4.0,0,1,0,0,1,0,0,1,0,1,0,0,1,1
30,1,0,8.55,2,8,1.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
32,2,0,5.46,2,4,1.0,1.5,0,1,0,0,1,0,0,0,1,1,0,1,0,0
27,3,0,6.25,4,10,5.0,4.0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
23,3,0,9.13,4,11,2.0,2.5,0,1,0,1,0,0,1,0,0,0,1,0,1,0
31,2,0,9.93,3,0,2.0,2.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
18,3,0,6.99,5,2,2.0,2.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0
21,3,0,7.75,4,4,2.0,2.5,1,0,0,0,0,1,0,1,0,0,1,0,1,1
28,4,0,8.21,2,2,5.0,4.5,1,0,1,0,0,0,0,0,1,0,1,1,0,1
25,3,0,5.75,2,0,4.0,3.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
25,2,0,9.59,1,4,4.0,3.0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
24,5,0,5.57,3,10,4.0,4.5,1,0,0,0,0,1,0,0,1,1,0,1,0,1
18,5,0,7.38,4,12,3.0,4.0,0,1,0,0,0,1,0,1,0,0,1,1,0,1
33,5,0,9.93,3,1,5.0,5.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
18,4,0,5.58,4,10,4.0,4.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
23,1,0,7.64,3,11,2.0,1.5,1,0,0,0,0,1,0,1,0,1,0,0,1,0
29,2,0,9.82,1,6,1.0,1.5,1,0,1,0,0,0,1,0,0,1,0,0,1,1
30,3,0,5.77,4,12,3.0,3.0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
29,1,0,9.96,3,2,3.0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
18,2,0,9.56,5,6,5.0,3.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
31,3,0,7.13,3,11,1.0,2.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
29,3,0,8.04,2,7,2.0,2.5,0,1,0,0,1,0,0,1,0,0,1,0,1,0
28,3,0,8.38,4,5,2.0,2.5,1,0,1,0,0,0,0,0,1,0,1,1,0,0
25,2,0,9.72,1,11,5.0,3.5,0,1,0,0,1,0,1,0,0,0,1,1,0,1
25,5,0,9.79,2,11,3.0,4.0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
26,4,0,8.04,4,11,2.0,3.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
25,2,0,6.81,1,2,3.0,2.5,0,1,0,0,0,1,0,0,1,0,1,1,0,1
20,4,0,8.0,1,12,5.0,4.5,0,1,0,1,0,0,1,0,0,0,1,0,1,1
19,5,0,9.12,1,2,3.0,4.0,1,0,0,0,0,1,1,0,0,0,1,1,0,1
23,5,0,6.89,2,8,4.0,4.5,0,1,0,0,0,1,0,1,0,0,1,1,0,1
19,1,0,5.77,1,6,5.0,3.0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
18,4,0,7.75,3,12,2.0,3.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
24,4,0,5.85,5,11,4.0,4.0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
21,5,0,6.38,2,1,5.0,5.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
21,1,0,7.09,5,2,1.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
18,4,0,5.59,4,10,5.0,4.5,0,1,0,0,0,1,0,0,1,0,1,0,1,1
23,1,0,7.43,3,8,4.0,2.5,0,1,0,0,0,1,1,0,0,0,1,0,1,0
32,3,0,7.28,3,6,3.0,3.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
23,3,0,8.56,1,9,2.0,2.5,1,0,0,0,0,1,0,1,0,1,0,0,1,0
24,3,0,8.78,1,10,3.0,3.0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
21,4,0,6.37,1,0,2.0,3.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
21,5,0,5.57,2,9,4.0,4.5,0,1,0,1,0,0,0,1,0,0,1,0,1,1
20,5,0,9.21,5,12,5.0,5.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
28,4,0,9.04,2,10,2.0,3.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
21,5,0,9.56,2,10,5.0,5.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
28,3,0,8.17,4,7,2.0,2.5,0,1,0,0,1,0,1,0,0,0,1,0,1,1
19,2,0,9.96,4,12,4.0,3.0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
21,4,0,7.39,4,8,5.0,4.5,0,1,1,0,0,0,0,0,1,0,1,1,0,1
28,1,0,8.44,4,6,3.0,2.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
23,3,0,7.07,5,6,5.0,4.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
28,5,0,6.83,1,6,3.0,4.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
28,3,0,7.08,3,10,4.0,3.5,0,1,0,1,0,0,1,0,0,0,1,0,1,1
29,1,0,6.47,3,10,1.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
31,5,0,8.95,2,5,3.0,4.0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
25,2,0,9.44,2,0,5.0,3.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0
31,3,0,9.24,5,2,4.0,3.5,0,1,0,0,0,1,0,1,0,0,1,0,1,0
20,4,0,8.7,5,7,5.0,4.5,1,0,0,0,1,0,0,1,0,0,1,0,1,1
26,5,0,7.7,1,11,3.0,4.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
20,2,0,6.7,4,11,2.0,2.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
19,1,0,9.93,2,7,1.0,1.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
28,1,0,7.1,4,3,2.0,1.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0
22,5,0,8.42,1,7,5.0,5.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
23,5,0,7.46,5,11,2.0,3.5,1,0,0,1,0,0,0,0,1,0,1,1,0,1
23,1,0,5.7,5,5,4.0,2.5,1,0,0,1,0,0,1,0,0,0,1,1,0,0
29,5,0,8.54,5,11,5.0,5.0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
22,5,0,9.95,5,9,5.0,5.0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
18,2,0,6.26,5,11,3.0,2.5,0,1,1,0,0,0,0,1,0,0,1,0,1,1
28,3,0,7.02,4,10,5.0,4.0,0,1,0,0,1,0,0,0,1,1,0,1,0,1
30,4,0,8.04,4,11,2.0,3.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
30,1,0,7.22,4,11,1.0,1.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
34,1,0,6.03,4,11,2.0,1.5,0,1,0,0,0,1,0,1,0,1,0,1,0,0
28,2,0,9.84,4,12,4.0,3.0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
20,2,0,8.03,1,7,3.0,2.5,1,0,0,0,1,0,1,0,0,0,1,1,0,1
29,5,0,5.64,1,10,5.0,5.0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
25,5,0,5.66,1,10,5.0,5.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
31,4,0,5.82,2,11,1.0,2.5,0,1,0,0,0,1,0,0,1,0,1,1,0,1
30,1,0,6.78,4,3,4.0,2.5,1,0,0,0,1,0,1,0,0,1,0,1,0,0
20,4,0,5.91,3,6,5.0,4.5,1,0,0,0,0,1,1,0,0,0,1,0,1,1
23,1,0,7.03,4,4,1.0,1.0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
28,1,0,9.85,5,5,5.0,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
28,5,0,6.78,1,8,3.0,4.0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
20,3,0,6.99,4,8,3.0,3.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
21,5,0,8.62,1,11,5.0,5.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
19,3,0,5.88,5,6,1.0,2.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
34,4,0,8.54,3,10,4.0,4.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
28,5,0,9.74,1,11,4.0,4.5,1,0,0,1,0,0,0,1,0,0,1,0,1,1
18,4,0,7.08,2,11,1.0,2.5,1,0,1,0,0,0,0,0,1,0,1,1,0,1
34,3,0,6.74,3,12,1.0,2.0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
34,5,0,9.41,4,10,3.0,4.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
18,1,0,8.98,5,10,3.0,2.0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
34,3,0,5.11,2,6,3.0,3.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
23,2,0,5.86,2,12,5.0,3.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
33,3,0,9.36,5,3,4.0,3.5,1,0,0,1,0,0,0,1,0,1,0,0,1,0
33,5,0,7.52,4,7,5.0,5.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
28,3,0,5.51,3,8,3.0,3.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
30,2,0,5.42,2,6,4.0,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
22,2,0,7.09,4,8,4.0,3.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
21,5,0,8.53,1,7,2.0,3.5,1,0,1,0,0,0,1,0,0,0,1,1,0,1
27,4,0,8.14,3,5,3.0,3.5,1,0,0,0,0,1,0,1,0,1,0,1,0,0
32,4,0,7.09,4,10,1.0,2.5,1,0,1,0,0,0,0,0,1,1,0,0,1,0
22,1,0,9.24,4,2,2.0,1.5,1,0,1,0,0,0,1,0,0,1,0,1,0,0
24,5,0,6.37,4,4,4.0,4.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
21,4,0,5.11,2,3,4.0,4.0,1,0,1,0,0,0,0,1,0,0,1,0,1,1
28,4,0,8.02,3,5,5.0,4.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
33,5,0,7.38,5,4,4.0,4.5,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26,3,0,9.47,5,12,5.0,4.0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
33,5,0,5.66,1,9,4.0,4.5,1,0,0,1,0,0,0,1,0,1,0,0,1,1
18,3,0,7.53,4,12,4.0,3.5,1,0,0,1,0,0,0,0,1,0,1,1,0,1
33,3,0,7.03,4,10,2.0,2.5,0,1,0,0,1,0,1,0,0,0,1,0,1,0
19,3,0,8.24,2,12,3.0,3.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
21,3,0,7.82,1,4,5.0,4.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
31,1,0,9.21,4,12,2.0,1.5,0,1,0,1,0,0,0,0,1,1,0,1,0,1
28,2,0,5.79,3,11,4.0,3.0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
23,1,0,6.78,2,6,3.0,2.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
18,2,0,9.56,4,10,5.0,3.5,1,0,0,0,0,1,0,1,0,0,1,1,0,1
24,2,0,9.13,1,10,3.0,2.5,1,0,1,0,0,0,1,0,0,0,1,1,0,1
